Data;Otwarcie;Najwyzszy;Najnizszy;Zamkniecie;Wolumen
2015-10-28;12.59;12.865;12.571;12.666;133991
2015-10-29;12.723;12.818;12.6;12.685;180948
2015-10-30;12.676;12.761;12.515;12.524;230791
2015-11-02;12.505;12.59;12.439;12.534;59715
2015-11-03;12.552;12.638;12.515;12.524;76831
2015-11-04;12.524;12.732;12.524;12.543;144660
2015-11-05;12.552;12.628;12.259;12.259;175822
2015-11-06;12.212;12.24;11.842;11.966;223031
2015-11-09;12.013;12.117;11.842;12.022;193208
2015-11-10;12.07;12.562;12.07;12.306;254570
2015-11-12;12.382;12.543;12.117;12.117;67284
2015-11-13;12.429;12.628;11.937;12.022;300979
2015-11-16;12.003;12.003;11.691;11.767;118428
2015-11-17;11.833;12.098;11.691;11.738;178941
2015-11-18;11.644;12.164;11.644;11.748;171887
2015-11-19;12.041;12.164;11.88;11.975;58634
2015-11-20;12.013;12.117;11.88;11.88;69949
2015-11-23;11.928;11.928;11.757;11.833;58980
2015-11-24;11.738;11.824;11.587;11.587;85212
2015-11-25;11.644;11.757;11.606;11.606;78896
2015-11-26;11.549;11.918;11.549;11.833;65115
2015-11-27;11.786;12.259;11.748;12.051;148476
2015-11-30;11.994;12.07;11.814;11.918;126074
2015-12-01;12.306;12.685;11.956;12.032;148462
2015-12-02;12.145;12.145;11.795;11.861;96749
2015-12-03;11.738;11.928;11.691;11.767;59905
2015-12-04;11.748;11.805;11.104;11.502;200633
2015-12-07;11.473;11.502;11.256;11.35;103782
2015-12-08;11.17;11.265;10.404;10.404;257767
2015-12-09;10.186;10.394;9.769;9.94;252553
2015-12-10;9.855;10.583;9.75;10.262;216177
2015-12-11;10.413;10.508;9.94;9.949;137399
2015-12-14;9.94;10.176;9.883;10.044;99241
2015-12-15;9.94;10.034;9.75;9.845;122623
2015-12-16;9.76;9.997;9.656;9.94;110061
2015-12-17;9.959;10.167;9.94;9.94;95710
2015-12-18;9.94;10.129;9.93;9.93;272720
2015-12-21;9.94;10.271;9.93;10.271;138515
2015-12-22;10.271;10.46;10.262;10.337;170604
2015-12-23;10.413;10.413;10.148;10.148;170507
2015-12-28;10.101;10.139;9.892;9.94;169982
2015-12-29;9.93;10.072;9.836;9.94;163721
2015-12-30;9.949;10.129;9.949;10.082;52652
2016-01-04;9.959;9.959;9.665;9.826;53920
2016-01-05;9.845;9.968;9.779;9.892;36323
2016-01-07;9.656;9.845;9.4759;9.798;84399
2016-01-08;9.911;9.94;9.618;9.656;66846
2016-01-11;9.552;9.646;8.605;8.728;390086
2016-01-12;8.728;8.8511;8.1979;8.302;463839
2016-01-13;8.2642;8.6996;8.2642;8.321;377407
2016-01-14;8.2736;8.586;8.2168;8.5198;197304
2016-01-15;8.7659;9.4191;8.7659;9.173;485764
2016-01-18;8.87;9.3244;8.8038;8.8038;132818
2016-01-19;8.9079;9.0878;8.4535;8.4724;136082
2016-01-20;8.4251;8.8038;8.3304;8.5198;152290
2016-01-21;8.4914;8.7091;8.4535;8.6144;75325
2016-01-22;8.747;9.031;8.7091;8.9174;178164
2016-01-25;8.9742;9.173;8.9458;8.9458;95318
2016-01-26;8.9268;8.9836;8.6712;8.8038;75925
2016-01-27;8.6618;8.728;8.3967;8.4724;149011
2016-01-28;8.4062;8.6334;8.4062;8.605;72058
2016-01-29;8.6144;8.6618;8.3304;8.3304;193561
2016-02-01;8.3872;8.5576;8.3872;8.4914;115585
2016-02-02;8.5671;8.5671;8.3778;8.4062;83032
2016-02-03;8.4062;8.6144;8.4062;8.4914;59960
2016-02-04;8.6618;8.8984;8.586;8.728;174688
2016-02-05;8.7943;10.299;8.6144;9.987;1175112
2016-02-08;9.978;11.218;9.646;10.744;1120520
2016-02-09;10.744;10.981;9.75;9.93;536589
2016-02-10;9.959;10.318;9.665;9.741;205519
2016-02-11;9.741;10.072;9.4948;9.864;148676
2016-02-12;9.675;10.972;9.675;10.849;671049
2016-02-15;11.076;11.511;10.896;11.028;336077
2016-02-16;11.189;11.265;10.64;10.659;202048
2016-02-17;10.669;11.36;10.565;10.896;470117
2016-02-18;10.934;11.076;10.413;10.432;434834
2016-02-19;10.536;10.555;10.157;10.224;135014
2016-02-22;10.413;10.508;10.252;10.356;72335
2016-02-23;10.413;10.413;10.072;10.186;93762
2016-02-24;10.186;10.233;10.053;10.129;58177
2016-02-25;10.034;10.498;10.034;10.271;160085
2016-02-26;10.394;10.65;10.082;10.148;230946
2016-02-29;9.703;9.921;9.703;9.75;166917
2016-03-01;9.703;10.224;9.514;9.845;348547
2016-03-02;9.949;10.129;9.949;9.987;66143
2016-03-03;9.987;11.331;9.987;11.331;508853
2016-03-04;11.36;11.956;10.943;11.028;617622
2016-03-07;11.019;12.212;10.905;11.71;953843
2016-03-08;11.738;12.278;11.54;11.596;699944
2016-03-09;11.833;11.975;11.483;11.549;303621
2016-03-10;11.502;11.814;11.407;11.416;279486
2016-03-11;11.587;11.776;11.435;11.511;197116
2016-03-14;11.549;11.738;11.511;11.577;71121
2016-03-15;11.577;11.776;11.483;11.549;124161
2016-03-16;11.568;11.776;11.502;11.625;141850
2016-03-17;11.625;11.928;11.549;11.729;272340
2016-03-18;11.71;12.022;11.625;11.625;412328
2016-03-21;11.634;12.486;11.625;12.212;341268
2016-03-22;12.392;12.486;12.126;12.439;187067
2016-03-23;12.41;13.007;12.06;12.079;652024
2016-03-24;12.022;12.259;11.738;11.88;320425
2016-03-29;12.07;12.155;11.833;11.833;132967
2016-03-30;11.928;12.751;11.852;12.59;467047
2016-03-31;12.723;13.187;12.571;13.054;512738
2016-04-01;12.808;12.931;12.448;12.666;535081
2016-04-04;12.638;12.846;12.505;12.751;80068
2016-04-05;12.666;12.666;12.477;12.496;121785
2016-04-06;12.59;12.694;11.88;12.07;290970
2016-04-07;12.089;12.193;11.928;12.079;209431
2016-04-08;12.041;12.183;11.975;11.984;84753
2016-04-11;12.003;12.571;11.975;12.25;146632
2016-04-12;12.335;13.395;12.335;13.31;808782
2016-04-13;13.613;14.162;13.594;14.067;612418
2016-04-14;14.048;15.515;14.01;14.72;1399063
2016-04-15;15.288;15.43;14.266;14.768;427013
2016-04-18;14.607;16.065;14.294;16.017;941371
2016-04-19;16.102;17.087;16.102;16.566;1130484
2016-04-20;16.557;16.841;15.733;16.642;701277
2016-04-21;16.661;16.85;16.159;16.424;414717
2016-04-22;16.434;16.614;16.282;16.5;264394
2016-04-25;16.566;18.176;16.566;17.655;830076
2016-04-26;18.185;18.27;16.566;16.954;923538
2016-04-27;16.85;17.787;16.803;17.248;402134
2016-04-28;17.324;17.731;16.756;17.712;323134
2016-04-29;17.712;18.744;17.608;18.602;751614
2016-05-02;18.602;19.87;18.602;19.577;842759
2016-05-04;19.595;19.595;18.308;19.122;775075
2016-05-05;19.084;19.169;18.478;18.744;267048
2016-05-06;18.744;19.397;18.46;18.999;290832
2016-05-09;19.406;19.406;18.734;18.885;277849
2016-05-10;18.933;18.933;16.207;16.396;1210441
2016-05-11;16.178;17.04;15.222;16.358;1034182
2016-05-12;16.358;16.434;14.985;15.231;616164
2016-05-13;16.093;16.5;15.534;16.32;717763
2016-05-16;16.86;17.324;16.803;16.945;384076
2016-05-17;17.049;17.248;15.904;16.282;435120
2016-05-18;16.065;16.983;13.272;14.152;1382893
2016-05-19;14.095;14.143;13.064;13.944;872866
2016-05-20;13.944;14.531;13.774;14.455;401319
2016-05-23;14.521;14.72;14.133;14.645;179826
2016-05-24;14.398;14.673;14.266;14.342;272962
2016-05-25;14.503;14.711;14.285;14.379;143203
2016-05-27;14.531;14.531;14.124;14.389;172387
2016-05-30;14.379;14.379;13.139;13.272;452556
2016-05-31;13.3;13.537;13.064;13.064;319920
2016-06-01;13.253;13.518;12.145;12.145;871378
2016-06-02;12.145;12.59;12.145;12.41;229051
2016-06-03;12.609;13.83;12.609;13.622;528490
2016-06-06;13.906;14.578;13.755;14.086;290989
2016-06-07;14.247;14.635;14.209;14.635;309241
2016-06-08;14.957;15.62;14.815;15.146;393078
2016-06-09;15.43;15.582;14.531;15.099;207594
2016-06-10;15.165;15.165;14.673;15.033;130608
2016-06-13;14.673;15.478;14.37;15.43;189632
2016-06-14;15.43;15.515;15.033;15.336;177936
2016-06-15;15.336;15.459;15.108;15.288;98941
2016-06-16;15.241;15.241;14.588;14.768;268223
2016-06-17;14.673;16.14;14.673;15.61;418817
2016-06-20;15.639;16.33;15.62;16.093;191014
2016-06-21;16.112;16.263;15.714;15.809;191858
2016-06-22;15.856;16.178;15.856;16.093;103322
2016-06-23;15.998;16.85;15.856;16.756;143972
2016-06-24;14.209;16.254;14.058;16.093;524394
2016-06-27;16.102;16.188;15.724;15.762;139981
2016-06-28;15.904;17.134;15.904;16.992;331059
2016-06-29;17.04;17.929;16.945;17.598;299866
2016-06-30;17.693;17.768;16.14;16.235;332266
2016-07-01;16.519;17.598;16.377;17.276;298184
2016-07-04;17.04;18.261;16.803;18.043;653227
2016-07-05;17.939;18.318;17.532;17.759;219514
2016-07-06;17.38;18.071;17.068;17.21;227568
2016-07-07;17.333;18.005;17.314;17.854;301800
2016-07-08;17.816;17.844;17.276;17.371;231440
2016-07-11;17.371;17.825;17.361;17.466;261270
2016-07-12;17.683;18.071;17.608;17.835;289621
2016-07-13;18.015;18.043;17.371;17.636;153261
2016-07-14;17.806;17.986;17.655;17.92;223016
2016-07-15;17.967;18.507;17.967;18.45;680622
2016-07-18;18.299;18.687;17.731;18.081;226606
2016-07-19;17.892;17.91;17.134;17.702;301158
2016-07-20;17.939;18.261;17.816;17.977;300094
2016-07-21;17.986;20.211;17.816;20.211;1222760
2016-07-22;20.201;21.773;20.05;20.968;1479828
2016-07-25;21.11;21.915;21.11;21.583;749208
2016-07-26;21.782;22.104;21.299;21.773;525877
2016-07-27;21.773;22.246;21.394;22.246;409438
2016-07-28;22.445;23.836;22.445;23.666;864302
2016-07-29;23.855;24.594;22.057;23.666;1142182
2016-08-01;23.723;24.471;23.193;23.676;341164
2016-08-02;23.477;23.846;22.398;23.193;540535
2016-08-03;23.013;23.997;22.53;23.761;615084
2016-08-04;23.95;24.064;23.619;23.761;251668
2016-08-05;23.761;23.818;23.505;23.609;308160
2016-08-08;23.515;24.423;23.515;24.329;232382
2016-08-09;24.329;29.251;24.026;28.295;1302744
2016-08-10;28.92;30.955;28.002;28.768;1862425
2016-08-11;28.778;29.015;27.083;28.305;672624
2016-08-12;28.494;29.147;27.973;28.589;433555
2016-08-16;28.589;28.863;28.182;28.219;147473
2016-08-17;28.257;28.447;27.453;28.068;345143
2016-08-18;27.462;28.191;25.256;26.033;1506309
2016-08-19;26.033;27.793;24.471;27.453;1546388
2016-08-22;27.566;28.39;26.894;27.216;298229
2016-08-23;27.462;28.873;27.462;28.608;973848
2016-08-24;28.683;29.535;28.532;28.768;387339
2016-08-25;29.062;29.128;27.263;28.03;268915
2016-08-26;27.841;28.731;27.642;28.39;294153
2016-08-29;28.664;30.435;28.409;30.009;566470
2016-08-30;30.936;37.762;30.832;36.834;4270418
2016-08-31;37.08;38.244;35.404;36.692;1766552
2016-09-01;36.256;37.25;34.846;35.12;695592
2016-09-02;36.919;37.818;35.442;37.515;910017
2016-09-05;39.759;45.713;39.021;45.117;2264076
2016-09-06;45.439;47.048;43.309;44.407;1324267
2016-09-07;45.06;46.291;41.368;42.41;1445064
2016-09-08;42.599;44.757;39.579;44.199;1900311
2016-09-09;44.984;45.647;44.104;44.492;806098
2016-09-12;44.492;44.492;42.41;42.978;879718
2016-09-13;43.546;45.051;42.656;43.546;728340
2016-09-14;44.492;48.648;43.83;48.62;1508702
2016-09-15;50.115;51.781;47.805;48.847;1966447
2016-09-16;49.32;49.86;46.811;49.86;1124448
2016-09-19;49.509;50.115;48.279;49.699;551810
2016-09-20;49.32;51.81;49.14;51.119;975199
2016-09-21;51.554;54.176;51.119;53.618;1043868
2016-09-22;54.148;55.379;52.794;54.905;1262533
2016-09-23;55.189;55.284;53.343;53.883;980350
2016-09-26;53.012;53.334;50.077;52.018;1546036
2016-09-27;51.081;51.866;50.077;50.172;1110123
2016-09-28;49.225;51.952;46.518;50.598;2019360
2016-09-29;51.469;53.296;50.333;51.497;985617
2016-09-30;50.768;52.188;49.888;49.973;555335
2016-10-03;50.077;50.929;49.235;50.645;367346
2016-10-04;50.645;53.769;50.645;53.722;773787
2016-10-05;53.76;53.76;51.971;52.823;257503
2016-10-06;53.012;53.343;52.084;53.201;340503
2016-10-07;52.52;53.182;51.592;51.706;235158
2016-10-10;51.706;52.87;51.592;52.87;174570
2016-10-11;56.798;60.471;56.798;59.165;2387008
2016-10-12;58.673;61.91;58.218;61.437;1063133
2016-10-13;61.248;64.277;60.348;62.497;1124450
2016-10-14;61.816;64.078;61.816;63.898;710070
2016-10-17;63.434;65.687;63.141;65.328;782910
2016-10-18;66.265;68.518;66.255;67.306;1021084
2016-10-19;68.206;70.354;68.206;68.253;1198378
2016-10-20;68.253;69.389;64.012;67.827;1493449
2016-10-21;67.221;67.808;64.854;65.214;511759
2016-10-24;64.703;67.022;64.466;65.318;562647
2016-10-25;65.271;66.729;62.762;62.952;1004530
2016-10-26;62.582;66.265;62.488;66.265;814870
2016-10-27;66.312;67.969;65.271;67.685;777744
2016-10-28;67.202;68.774;66.757;68.527;577249
2016-10-31;68.158;69.389;67.306;68.821;332604
2016-11-02;68.348;68.49;65.687;66.814;556576
2016-11-03;66.454;67.477;64.845;66.606;396075
2016-11-04;66.36;66.36;64.561;64.561;448822
2016-11-07;65.347;67.77;65.347;67.212;494062
2016-11-08;68.158;69.72;66.644;69.105;701278
2016-11-09;67.07;69.105;66.549;69.105;781511
2016-11-10;69.105;74.974;69.01;73.838;1549268
2016-11-14;73.838;75.75;71.377;73.62;1088551
2016-11-15;73.554;75.712;72.92;75.712;1040563
2016-11-16;75.731;78.287;74.548;77.871;1113090
2016-11-17;78.098;80.36;77.151;77.625;872487
2016-11-18;77.038;78.761;75.163;78.761;956594
2016-11-21;79.991;80.152;77.909;78.098;555895
2016-11-22;77.388;78.382;76.47;77.615;593335
2016-11-23;76.773;78.571;74.785;78.571;1086392
2016-11-24;78.193;78.865;77.189;78.164;420845
2016-11-25;77.341;80.749;77.341;80.465;756683
2016-11-28;80.512;83.778;80.512;82.831;917284
2016-11-29;83.778;83.967;74.785;76.602;1841769
2016-11-30;75.731;80.086;70.998;78.363;6204830
2016-12-01;79.897;83.532;76.422;79.518;1420913
2016-12-02;78.571;80.275;77.653;80.275;1625236
2016-12-05;79.518;81.411;78.24;79.13;1012438
2016-12-06;78.571;78.571;74.245;74.785;1928436
2016-12-07;72.891;76.678;66.776;67.723;2185189
2016-12-08;65.413;70.809;62.526;70.383;2373432
2016-12-09;70.601;73.204;68.688;69.105;966571
2016-12-12;68.916;73.346;67.193;72.844;1186740
2016-12-13;74.785;74.879;72.162;72.607;653006
2016-12-14;71.85;72.607;68.792;69.531;605771
2016-12-15;69.105;70.193;64.476;66.71;980631
2016-12-16;66.265;68.035;63.425;67.268;1045035
2016-12-19;67.117;67.117;63.965;65.318;468803
2016-12-20;64.94;69.285;63.984;69.105;693881
2016-12-21;69.446;69.834;66.454;67.505;552204
2016-12-22;67.098;67.685;65.981;67.212;297784
2016-12-23;67.335;67.401;66.265;66.644;140691
2016-12-27;66.076;66.255;64.75;64.75;267822
2016-12-28;64.466;66.36;64.286;64.608;384525
2016-12-29;64.419;65.119;64.23;64.561;180335
2016-12-30;64.561;64.798;63.046;63.33;264649
2017-01-02;63.425;64.135;59.354;60.49;526706
2017-01-03;59.638;60.112;56.846;56.997;1007943
2017-01-04;56.751;60.547;55.909;59.638;1344497
2017-01-05;60.405;60.538;58.417;59.638;655179
2017-01-09;59.638;63.217;58.853;63.15;809831
2017-01-10;63.709;67.316;63.624;65.697;1055375
2017-01-11;66.17;67.959;64.372;67.865;901687
2017-01-12;67.912;69.465;66.274;67.098;794340
2017-01-13;66.738;67.41;64.835;67.41;423276
2017-01-16;67.78;68.944;65.99;66.606;284417
2017-01-17;65.366;66.104;63.274;63.378;450093
2017-01-18;63.425;65.176;62.952;63.444;518152
2017-01-19;63.444;65.792;63.236;65.271;367031
2017-01-20;65.508;65.924;62.478;62.857;488832
2017-01-23;62.762;63.785;61.058;61.39;262576
2017-01-24;60.632;62.478;60.064;61.532;491946
2017-01-25;62.762;65.886;62.668;65.886;891852
2017-01-26;67.212;68.953;66.786;67.59;716645
2017-01-27;67.912;68.101;65.422;65.602;469046
2017-01-30;66.095;66.095;63.425;63.425;263958
2017-01-31;63.425;64.798;61.74;63.406;468551
2017-02-01;63.946;66.454;63.804;65.981;636688
2017-02-02;66.265;66.426;64.391;66.255;266005
2017-02-03;66.255;66.255;64.485;65.413;256130
2017-02-06;65.271;65.413;64.088;64.561;252352
2017-02-07;64.561;64.845;63.141;63.586;380508
2017-02-08;63.586;64.845;62.526;64.769;419544
2017-02-09;65.176;65.602;63.52;64.561;381338
2017-02-10;64.826;64.826;63.056;63.614;335299
2017-02-13;64.277;64.835;63.624;64.75;322497
2017-02-14;64.182;67.628;63.993;65.224;508951
2017-02-15;66.237;66.237;64.002;64.977;378054
2017-02-16;65.318;66.53;64.57;66.237;548438
2017-02-17;66.435;66.625;64.381;64.722;594583
2017-02-20;65.706;66.142;64.788;65.517;247359
2017-02-21;66.189;68.537;65.858;68.49;1151422
2017-02-22;69.285;70.998;69.124;69.815;1359069
2017-02-23;69.957;70.335;68.262;68.726;690366
2017-02-24;68.726;69.824;66.786;67.78;672910
2017-02-27;68.632;68.802;66.634;66.634;531670
2017-02-28;67.202;67.202;64.447;65.981;652629
2017-03-01;66.596;69.54;65.981;69.54;891799
2017-03-02;70.051;71.755;69.578;70.998;1339185
2017-03-03;70.335;70.809;69.218;69.578;533575
2017-03-06;69.379;69.578;67.543;67.685;551972
2017-03-07;66.748;66.748;64.94;65.517;583999
2017-03-08;65.318;69.095;64.835;69.001;521607
2017-03-09;68.916;68.934;65.508;66.738;525300
2017-03-10;67.306;68.811;67.117;67.685;368776
2017-03-13;69.105;70.335;68.527;70.042;444536
2017-03-14;70.051;70.61;68.688;69.853;249561
2017-03-15;69.805;70.667;68.726;68.821;356601
2017-03-16;69.105;71.755;69.01;70.43;1090747
2017-03-17;67.798;70.241;67.723;67.723;2268228
2017-03-20;67.448;69.275;65.896;69.076;994597
2017-03-21;68.632;69.749;66.568;66.568;563384
2017-03-22;66.265;66.539;63.595;64.703;761703
2017-03-23;64.75;66.539;64.57;66.17;306516
2017-03-24;65.981;66.17;64.703;65.053;231559
2017-03-27;63.898;64.182;60.793;61.428;630012
2017-03-28;62.062;63.984;61.106;61.522;486963
2017-03-29;62.961;63.378;61.674;62.005;671721
2017-03-30;62.478;62.649;57.982;58.928;622724
2017-03-31;58.19;60.462;57.717;59.449;455310
2017-04-03;60.017;66.019;58.815;64.94;855569
2017-04-04;64.94;68.49;64.088;67.145;982165
2017-04-05;68.726;70.335;67.922;69.947;1143967
2017-04-06;70.941;71.405;69.427;70.951;1071331
2017-04-07;70.051;71.462;68.84;70.998;733433
2017-04-10;71.008;73.459;71.008;71.471;666080
2017-04-11;71.244;71.244;68.281;68.442;583412
2017-04-12;68.158;69.72;65.716;65.716;715032
2017-04-13;66.246;67.401;64.665;66.322;558663
2017-04-18;67.306;67.496;64.447;64.561;474005
2017-04-19;64.845;66.634;63.804;66.606;520465
2017-04-20;66.208;67.117;65.508;66.833;356121
2017-04-21;67.496;68.082;66.606;67.448;407600
2017-04-24;67.571;68.499;67.448;68.035;308600
2017-04-25;67.429;68.348;66.842;68.158;439391
2017-04-26;68.253;68.906;67.78;68.111;369599
2017-04-27;68.224;69.843;67.836;69.673;568726
2017-04-28;70.099;76.006;70.051;74.122;1665544
2017-05-02;75.731;77.057;74.415;74.785;691139
2017-05-04;73.838;74.122;71.292;71.386;1158134
2017-05-05;70.525;71.187;68.537;71.093;706337
2017-05-08;71.471;71.935;69.862;70.619;547300
2017-05-09;71.083;74.065;70.525;73.601;601291
2017-05-10;73.09;76.015;73.081;75.381;819173
2017-05-11;74.955;75.911;72.532;72.56;577391
2017-05-12;73.128;73.724;71.112;71.131;584252
2017-05-15;71.992;73.971;71.945;72.409;324690
2017-05-16;72.702;73.743;72.039;73.355;348410
2017-05-17;72.134;73.043;70.525;70.818;652368
2017-05-18;70.809;70.818;66.928;69.635;574468
2017-05-19;70.998;71.32;68.594;68.802;321959
2017-05-22;69.389;70.525;68.821;68.934;419344
2017-05-23;69.389;70.317;68.972;69.105;216025
2017-05-24;69.199;71.14;68.934;70.572;336726
2017-05-25;74.084;75.258;70.913;71.178;791406
2017-05-26;70.752;71.178;67.694;68.045;684076
2017-05-29;68.158;68.622;65.697;66.946;440135
2017-05-30;66.823;66.823;63.955;65.129;468644
2017-05-31;65.318;66.019;62.971;63.321;921104
2017-06-01;63.425;65.782;61.532;65.508;622243
2017-06-02;66.218;66.53;63.444;63.718;424537
2017-06-05;63.737;64.835;62.459;64.362;334023
2017-06-06;63.898;66.265;63.425;66.265;335649
2017-06-07;66.738;67.117;65.517;65.934;393375
2017-06-08;65.792;66.454;64.845;65.848;299566
2017-06-09;65.924;67.022;65.896;66.454;191344
2017-06-12;66.265;66.265;63.236;64.097;349783
2017-06-13;63.624;65.214;63.624;64.163;290731
2017-06-14;64.466;64.618;63.908;64.57;172613
2017-06-16;64.807;66.161;64.58;65.328;608972
2017-06-19;65.792;66.776;65.261;66.729;227531
2017-06-20;66.833;67.969;64.438;64.987;317498
2017-06-21;64.987;66.928;64.845;66.928;345970
2017-06-22;66.454;67.997;66.341;66.587;212948
2017-06-23;66.36;67.486;66.274;66.653;167204
2017-06-26;67.098;67.95;66.738;67.685;185357
2017-06-27;67.221;69.72;67.221;69.597;328060
2017-06-28;69.199;70.79;68.821;69.181;311674
2017-06-29;70.61;70.61;69.493;70.212;368058
2017-06-30;70.146;70.411;69.607;70.023;193316
2017-07-03;69.881;70.856;69.597;70.799;172120
2017-07-04;70.477;70.856;69.72;70.051;96806
2017-07-05;69.862;69.862;68.688;69.095;246232
2017-07-06;69.058;70.051;69.058;70.023;175722
2017-07-07;70.042;70.051;69.114;69.578;109087
2017-07-10;69.815;69.985;68.007;68.84;149882
2017-07-11;68.679;69.512;68.679;69.01;231440
2017-07-12;69.152;70.421;69.152;70.421;300528
2017-07-13;70.525;70.705;69.54;70.051;434118
2017-07-14;69.957;70.051;68.934;70.051;175345
2017-07-17;70.051;72.248;70.051;72.248;467350
2017-07-18;72.087;73.535;72.039;73.251;733291
2017-07-19;72.891;73.554;71.102;72.314;361595
2017-07-20;71.945;73.696;71.5;73.346;349987
2017-07-21;73.175;74.065;72.939;73.071;280055
2017-07-24;73.071;75.684;73.062;75.447;619002
2017-07-25;75.542;79.518;75.542;79.518;1043748
2017-07-26;79.707;81.818;77.341;80.465;1049400
2017-07-27;80.465;80.465;78.666;79.565;328781
2017-07-28;78.761;78.761;76.28;77.076;422096
2017-07-31;78.922;80.266;78.136;78.363;704953
2017-08-01;78.382;80.465;78.382;80.465;616288
2017-08-02;80.465;81.591;79.972;80.465;471805
2017-08-03;80.465;80.739;79.972;80.37;262435
2017-08-04;80.01;80.654;79.518;80.133;203545
2017-08-07;80.181;82.358;80.181;82.358;276408
2017-08-08;82.358;86.002;82.329;85.624;526433
2017-08-09;85.084;87.252;83.352;87.091;466194
2017-08-10;86.599;86.807;84.336;84.961;303618
2017-08-11;84.242;84.649;82.367;84.459;411199
2017-08-14;84.488;86.987;84.469;85.662;316994
2017-08-16;85.813;87.091;85.681;86.144;346517
2017-08-17;85.766;86.892;85.69;86.428;229719
2017-08-18;87.091;88.227;85.671;86.059;406600
2017-08-21;86.069;88.502;85.728;88.322;389687
2017-08-22;88.151;90.395;87.612;90.243;339657
2017-08-23;90.688;93.434;90.253;93.168;458191
2017-08-24;93.168;95.421;93.168;95.137;642778
2017-08-25;95.185;99.113;95.185;98.877;558349
2017-08-28;98.498;101.24;93.765;96.415;823791
2017-08-29;94.664;95.611;92.913;94.664;613383
2017-08-30;94.664;99.35;94.645;99.161;697708
2017-08-31;99.397;101.62;95.611;98.451;754443
2017-09-01;97.504;99.492;96.226;99.397;323358
2017-09-04;98.356;99.066;96.699;98.451;196014
2017-09-05;98.451;101.15;97.315;97.835;288114
2017-09-06;98.64;100.2;98.64;99.397;295792
2017-09-07;99.397;101.29;99.066;101.24;412209
2017-09-08;100.34;101.24;97.504;97.977;457241
2017-09-11;98.829;99.397;98.498;98.498;254803
2017-09-12;98.498;100.82;96.983;99.303;284615
2017-09-13;99.397;100.25;98.924;99.397;196557
2017-09-14;99.161;99.161;97.315;98.356;315503
2017-09-15;97.409;98.451;96.084;98.451;692292
2017-09-18;99.303;99.397;93.102;94.096;372353
2017-09-19;90.878;95.043;88.132;93.718;320833
2017-09-20;93.812;96.889;93.812;96.557;457324
2017-09-21;95.611;96.415;91.162;93.339;558441
2017-09-22;92.279;92.279;89.126;89.363;386048
2017-09-25;89.41;89.41;85.34;86.438;464545
2017-09-26;86.239;88.804;85.955;86.769;383125
2017-09-27;87.214;89.448;87.091;88.322;256302
2017-09-28;87.678;90.878;87.678;90.878;357756
2017-09-29;91.815;92.222;90.026;91.323;349448
2017-10-02;91.54;94.191;91.54;94.096;217237
2017-10-03;94.427;95.516;92.26;92.648;193621
2017-10-04;93.244;93.623;88.142;88.53;305326
2017-10-05;89.505;90.594;88.085;89.931;254200
2017-10-06;90.603;90.745;89.467;90.168;173402
2017-10-09;90.262;94.617;90.262;94.569;149584
2017-10-10;94.853;96.131;92.335;93.064;284087
2017-10-11;93.15;96.084;93.15;96.084;475608
2017-10-12;96.557;97.22;94.759;95.327;490452
2017-10-13;97.504;97.504;94.285;95.232;300371
2017-10-16;95.895;96.889;93.718;94.853;214372
2017-10-17;93.765;94.853;93.765;94.475;98983
2017-10-18;94.664;94.948;93.964;94.191;144181
2017-10-19;94.096;94.664;92.629;94.191;363442
2017-10-20;93.907;96.557;93.907;96.084;312355
2017-10-23;96.415;96.415;94.655;94.901;199526
2017-10-24;94.901;95.469;91.162;91.919;296874
2017-10-25;91.919;93.613;91.919;93.481;150692
2017-10-26;93.718;93.718;91.54;92.108;356950
2017-10-27;91.824;93.424;91.351;92.487;90163
2017-10-30;92.771;93.528;92.553;93.339;118773
2017-10-31;93.718;93.718;91.682;92.676;149250
2017-11-02;92.771;94.664;92.771;94.655;187426
2017-11-03;94.655;94.655;92.667;92.676;137672
2017-11-06;92.676;93.708;91.55;92.099;126753
2017-11-07;91.824;93.14;91.824;92.061;141442
2017-11-08;92.667;92.932;90.878;90.878;132342
2017-11-09;90.878;90.878;87.858;88.274;227505
2017-11-10;88.057;91.341;86.712;91.162;337701
2017-11-13;91.171;92.089;90.878;91.824;109801
2017-11-14;92.279;92.449;91.446;91.919;145792
2017-11-15;90.878;91.209;88.066;88.568;215314
2017-11-16;88.861;89.552;86.608;88.511;259051
2017-11-17;81.506;86.854;80.114;86.135;1049354
2017-11-20;85.86;88.454;85.671;88.132;151242
2017-11-21;88.274;90.205;88.274;90.205;303491
2017-11-22;90.281;90.972;88.416;89.316;221710
2017-11-23;88.7;90.215;87.233;87.508;151354
2017-11-24;88.132;89.41;88.104;88.341;117601
2017-11-27;88.038;88.218;86.807;87.233;119493
2017-11-28;86.854;86.854;83.778;85.34;271033
2017-11-29;85.349;86.466;84.772;85.576;140371
2017-11-30;86.031;86.779;84.507;84.639;473691
2017-12-01;85.671;86.144;83.039;85.614;182465
2017-12-04;85.813;90.83;85.207;90.802;381318
2017-12-05;90.641;90.783;87.29;88.303;240465
2017-12-06;88.132;88.7;86.334;86.4;451070
2017-12-07;85.349;85.671;83.304;84.923;361394
2017-12-08;85.539;86.428;84.251;85.217;187412
2017-12-11;85.557;86.949;85.255;86.608;135731
